duration,input.b1,input.b2,input.e1,input.e2,input.relation,input.sent_id,input.sentence,input.term1,input.term2,job,metrics.avg_annotations,metrics.avg_cos_clarity,metrics.avg_unique_annotations,output.rellist,output.rellist.annotations,output.rellist.cos_clarity,output.rellist.unique_annotations,worker,uqs,unit_annotation_score,SRS,max_rel,max_srs,none,per:place_of_birth,per:place_of_death,per:places_of_residence
146.066666667,0,11,1,12,org:subsidiaries,3e7fbbc5a98c4dd0048c5faf6534aae34c86c077e4ad15833ee859b3235fc84d:0-1:11-12,"DHL Express U.S. , the American shipping and logistics arm of Germany 's Deutsche Post AG , said Wednesday that it would form a partnership with rival UPS in a bid to cut its own costs and expand its U.S. delivery operations for customers there .",Germany,DHL,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
96.0666666667,13,4,14,6,per:employee_or_member_of,510cbab43221024ffca59033e0902f481047b9881b2eaaa0e3a9a518f3392fde:4-6:13-14,"That same year , Richard Carpenter decided to release an album of unreleased Carpenters tracks along with selected solo tracks by his sister , Karen ( from her then-unreleased solo album ) .",Richard Carpenter,Carpenters,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
100.733333333,19,23,22,28,per:founded_org,a52c0765702cbf49f3912ebf639cc4c9380176a758a1f602703ace3f5f28df07:19-22:23-28,"Teresita T. Sy - Coson is the eldest child of Forbes Philippines ' richest and founder and Chairman of SM Prime Holdings , Henry Sy , Sr .","Henry Sy , Sr .",SM Prime Holdings,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
65.2666666667,25,0,27,1,per:place_of_death,345ed4e6eb7437f61cace951312b93efce0f6f284446a051ee76c941cd301d8d:0-1:25-27,"Touré died on 26 March 1984 while undergoing cardiac treatment at the Cleveland Clinic in Cleveland , Ohio ; he had been rushed to the United States after being stricken in Saudi Arabia the previous day .",Touré,United States,,15,0.9941348468,3,"Counter({'per:place_of_death': 13, 'none': 1, 'per:places_of_residence': 1, 'per:place_of_birth': 0})",15,0.9941348468,3,15,0.7483779873,"Counter({'per:place_of_death': 0.8699067285849358, 'per:places_of_residence': 0.06602980784784207, 'none': 0.06406346356722213, 'per:place_of_birth': 0.0})","{'none': 0.06406346356722213, 'per:places_of_residence': 0.06602980784784207, 'per:place_of_death': 0.8699067285849358}",per:place_of_death,0.8699067286,0.0640634636,0,0.8699067286,0.0660298078
43.6666666667,1,23,4,29,org:subsidiaries,64119be39463958c79d9603e64c3c11dec207315fde177ee22991598b90fefe0:1-4:23-29,"The Stony Brook University Research and Development Park is a research and development park located in Stony Brook , NY owned by the State University of New York at Stony Brook which acquired the land through eminent domain in 2005 .",State University of New York at,Stony Brook University,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
46.0666666667,2,17,3,19,per:employee_or_member_of,ced6969f3834b0cd793c783b74f79ab4d911ab4d583d099377602787a9965a22:17-19:2-3,"At an MNSD congress held in November 1991 , Amadou was elected as its Secretary-General , while Tandja Mamadou was elected as the President of the MNSD .",Tandja Mamadou,MNSD,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
56.2,0,18,3,20,per:founded_org,15dfa3c1b22baf8baa3386962553eccef54fb44883329a372d86c479fa3f3c51:0-3:18-20,"Emperors Club VIP was an international escort agency based in New York City , founded in 2004 by Mark Brener and Cecil Suwal and operated from the bank accounts of QAT Consulting Group , Inc. , and QAT International , Inc .",Mark Brener,Emperors Club VIP,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
63.5333333333,7,0,9,1,org:subsidiaries,e365bb0c686e033683d6c18ece7fb8d80bf649fd122ad8e05dbd0fc3840af747:7-9:0-1,"OL Group , the company that runs Olympique Lyonnais Football Club , on Tuesday announced heavy losses for the 2009-10 season , due largely to high expenditure on new players .",OL,Olympique Lyonnais,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
79.0625,15,0,16,1,per:employee_or_member_of,8bf477a55a76ba10884ea75cc60cec385c98c3f8a182ca79865ea8ef1f117a1a:0-1:15-16,"Ma is also a former chairman and the current "" presidential candidate "" of the Kuomintang Party ( KMT ) .",Ma,Kuomintang,,18,0.9933992678,4,"Counter({'none': 15, 'per:place_of_birth': 1, 'per:places_of_residence': 1, 'per:place_of_death': 1})",18,0.9933992678,4,16,0.9924715981,"Counter({'none': 0.9964827492152523, 'per:place_of_birth': 0.0035172507847477234, 'per:places_of_residence': 0.0035172507847477234, 'per:place_of_death': 0.0035172507847477234})","{'per:place_of_birth': 0.0035172507847477234, 'per:places_of_residence': 0.0035172507847477234, 'none': 0.9964827492152523, 'per:place_of_death': 0.0035172507847477234}",none,0.9964827492,0.9964827492,0.0035172508,0.0035172508,0.0035172508
41.2666666667,15,0,16,1,per:place_of_death,c47468dbc6fbfee55e5b7a60d49f56e8bc8b047a9eb76fddeb177b9f52b91312:0-1:15-16,"He died on December 25 , 2001 from a massive heart attack in Granbury , Texas , at the age of 45 .",He,Texas,,16,0.9949366763,3,"Counter({'per:place_of_death': 14, 'none': 1, 'per:places_of_residence': 1, 'per:place_of_birth': 0})",16,0.9949366763,3,15,0.8564441899,"Counter({'per:place_of_death': 0.9423729812595575, 'per:places_of_residence': 0.06316782096628165, 'none': 0.05762701874044252, 'per:place_of_birth': 0.0})","{'none': 0.05762701874044252, 'per:places_of_residence': 0.06316782096628165, 'per:place_of_death': 0.9423729812595575}",per:place_of_death,0.9423729813,0.0576270187,0,0.9423729813,0.063167821
78.6666666667,2,8,6,9,org:alternate_names,24f8a5db0ad0eae3f857ac096aad6cf379683a9573507ea13f45aac3052967de:8-9:2-6,"Managed by Montgomery County Public Schools , the school educates in grades 6-8 .",school,Montgomery County Public Schools,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
70,28,9,30,11,per:employee_or_member_of,70d803757477d15d919b612472bcd2ff4c05f65abf04bfed8bc089f75a80392d:9-11:28-30,"Almost 2,900,000 voters participated to the second round : François Hollande won the primary with around 57 percent of the vote , becoming the official candidate of the Socialist Party and its allies for the 2012 presidential election .",François Hollande,Socialist Party,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
115.733333333,16,10,18,12,per:employee_or_member_of,4880b7333d02bbf7de4bde478ae6a34a466c30073285c3c0338d01af102f70dc:10-12:16-18,""" No Regrets "" is a song by French singer Amanda Lear released in 1983 by Ariola Records .",Amanda Lear,Ariola Records,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
56.3333333333,15,0,16,2,per:place_of_death,ab475d882cb40ceb06d8854601c03e6b39263eb05d664901bb7f651f515b6f41:0-2:15-16,"Ferruccio Parri ( January 19 , 1890 in Pinerolo - December 8 , 1981 in Rome ) was an Italian partisan and politician who served as the 29th Prime Minister of Italy for several months in 1945 .",Ferruccio Parri,Rome,,16,0.9733285268,3,"Counter({'per:place_of_death': 12, 'none': 2, 'per:places_of_residence': 2, 'per:place_of_birth': 0})",16,0.9733285268,3,15,0.632462121,"Counter({'per:place_of_death': 0.8080730834050777, 'none': 0.1344973934981743, 'per:places_of_residence': 0.12260296762532381, 'per:place_of_birth': 0.0})","{'none': 0.1344973934981743, 'per:places_of_residence': 0.12260296762532381, 'per:place_of_death': 0.8080730834050777}",per:place_of_death,0.8080730834,0.1344973935,0,0.8080730834,0.1226029676
79.2,8,36,9,39,org:subsidiaries,78112a56a712e3f768f787a43e07df5e327952987d4ead234731bbc7cbe72969:8-9:36-39,"There are more than 30 student clubs at KIMEP , including the KIMEP Times , eClub ( Entrepreneurship Club ) , Future Business Group , KIMEP Film Society , Intellectual Debate Club , Math Club , Luca Accounting Club , Zhas Kenes Charity Group , CrEAteam and KVN .",Luca Accounting Club,KIMEP,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
51.8666666667,20,6,22,8,per:employee_or_member_of,acbde46916e0efaac9654872cd2a92cfe859653a481506e928eafad750d5b128:6-8:20-22,"In June 2009 , Fender announced Lee Ranaldo and Thurston Moore signature Jazzmasters , in honour of the guitarists of Sonic Youth .",Lee Ranaldo,Sonic Youth,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
95.0625,11,26,12,29,per:spouse,e523157374d9cb42e0fe91c276a520302b9fc81bd52f2886769f6aef315261bf:26-29:11-12,"Lord Bute prevailed , and Lady Sarah was asked by King George III to be one of the ten bridesmaids at his wedding to Duchess Sophia Charlotte of Mecklenburg-Strelitz .",Charlotte of Mecklenburg-Strelitz,George,,16,0.9977851579,2,"Counter({'none': 15, 'per:places_of_residence': 1, 'per:place_of_birth': 0, 'per:place_of_death': 0})",16,0.9977851579,2,16,0.8858892693,"Counter({'none': 0.9434676897035638, 'per:places_of_residence': 0.05653231029643634, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.9434676897035638, 'per:places_of_residence': 0.05653231029643634}",none,0.9434676897,0.9434676897,0,0,0.0565323103
79.5,2,18,3,21,per:places_of_residence,f325e9c29866699c12361cc33e336beca44f64728c8ccf2791bfcfd8f1eca8c8:18-21:2-3,"Goda of England or Godgifu ; ( ; 1004 - c. 1047 ) was the daughter of King Ethelred the Unready and his second wife Emma of Normandy , and sister of King Edward the Confessor .",Ethelred the Unready,England,,18,0.7833494518,4,"Counter({'per:places_of_residence': 9, 'none': 7, 'per:place_of_birth': 1, 'per:place_of_death': 1})",18,0.7833494518,4,16,0.4633379181,"Counter({'per:places_of_residence': 0.532058255295887, 'none': 0.46794174470411315, 'per:place_of_birth': 0.003657275298913447, 'per:place_of_death': 0.003657275298913447})","{'per:place_of_birth': 0.003657275298913447, 'per:places_of_residence': 0.532058255295887, 'none': 0.46794174470411315, 'per:place_of_death': 0.003657275298913447}",per:places_of_residence,0.5320582553,0.4679417447,0.0036572753,0.0036572753,0.5320582553
129.666666667,33,25,35,28,org:subsidiaries,836edf75903813bfccc639a1afbb77417d2e54d9af1c1dc6c6f8c63e44c772d6:33-35:25-28,"On May 26 , 2004 , an IPO was launched on NASDAQ under the ticker symbol RJET with Wexford Capital remaining the majority shareholder of Republic Airways Holdings , the parent company of Chautauqua Airlines .",Republic Airways Holdings,Chautauqua Airlines,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
72.5333333333,4,0,8,1,per:place_of_birth,4331110e4f0fabda99f7cb4d1d486713ff27d255123532abfe4fc156a8a58228:0-1:4-8,"Veloso was born in Santo Amaro da Purificação , Bahia , the fifth of seven children of José Teles Veloso ( 1901 - 1983 ) and Claudionor Viana Teles Veloso ( 1907 - 2012 ) .",Veloso,Santo Amaro da Purificação,,17,0.9577042614,3,"Counter({'per:place_of_birth': 12, 'none': 3, 'per:places_of_residence': 2, 'per:place_of_death': 0})",17,0.9577042614,3,15,0.6389684745,"Counter({'per:place_of_birth': 0.8154073499798719, 'none': 0.18459265002012823, 'per:places_of_residence': 0.1286563386648788, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.8154073499798719, 'none': 0.18459265002012823, 'per:places_of_residence': 0.1286563386648788}",per:place_of_birth,0.81540735,0.18459265,0.81540735,0,0.1286563387
118.2,18,3,20,5,org:subsidiaries,479c22a063dbe21e21a8c3de72c677a931bf5febaa3012798980fc603ee1e71c:18-20:3-5,"In 2008 , Tata Motors purchased the Rover marque , as well as former BL/Rover Group businesses , Land Rover and Jaguar Cars , and the former BL marques Daimler and Lanchester , from the Ford Motor Company .",Tata Motors,Land Rover,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
31.9333333333,16,19,17,22,per:employee_or_member_of,d083c84ced053df9bd4330676271acb785e3c2d9bb948a401a0c49d54f358e78:19-22:16-17,"22 October 2009 , Sedyaningsih was appointed as the Minister of Health of the Republic of Indonesia by President Susilo Bambang Yudhoyono and joined his cabinet which is called the Second Unified Indonesia Cabinet .",Susilo Bambang Yudhoyono,Indonesia,,16,0.9363821838,3,"Counter({'none': 11, 'per:places_of_residence': 4, 'per:place_of_birth': 1, 'per:place_of_death': 0})",16,0.9363821838,3,15,0.5904386038,"Counter({'none': 0.7521348671618993, 'per:places_of_residence': 0.24786513283810088, 'per:place_of_birth': 0.06366252055572276, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.06366252055572276, 'per:places_of_residence': 0.24786513283810088, 'none': 0.7521348671618993}",none,0.7521348672,0.7521348672,0.0636625206,0,0.2478651328
41,6,0,7,3,per:places_of_residence,0a8edcc80ee8312522e498800a235c78bc8b47e2cf170f1bfb55c55442245911:0-3:6-7,Marco van Basten to quit as Netherlands coach after Euro 2008,Marco van Basten,Netherlands,,15,0.894427191,2,"Counter({'none': 10, 'per:places_of_residence': 5, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.894427191,2,15,0.5297974796,"Counter({'none': 0.6749391733367399, 'per:places_of_residence': 0.32506082666326014, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.6749391733367399, 'per:places_of_residence': 0.32506082666326014}",none,0.6749391733,0.6749391733,0,0,0.3250608267
43.6,8,10,9,12,per:employee_or_member_of,30e3ae70949667a9f96c4ae051ad364d9fa1df282926a3bc9e3b6f2ced210aea:10-12:8-9,She is the wife of ex-Chief Minister of Punjab Capt. Amarinder Singh .,Amarinder Singh,Punjab,,15,0.9397934235,2,"Counter({'none': 11, 'per:places_of_residence': 4, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9397934235,2,15,0.5992378369,"Counter({'none': 0.751013892474209, 'per:places_of_residence': 0.2489861075257911, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.751013892474209, 'per:places_of_residence': 0.2489861075257911}",none,0.7510138925,0.7510138925,0,0,0.2489861075
92.2,21,29,22,31,per:place_of_birth,957172eef56f33115b7ae4804a8bac82754d3ac1e6aab53d9f29a63f9a649068:29-31:21-22,"Later that year 1996 , Wilson was brought back to HBO a fight later to meet another undefeated Top-prospect , the Samoan born , New Zealand Olympic bronze medallist David Tua , who had also won on the previous "" young heavys "" card .",David Tua,Samoan,,16,0.9669875568,3,"Counter({'per:place_of_birth': 12, 'none': 3, 'per:places_of_residence': 1, 'per:place_of_death': 0})",16,0.9669875568,3,15,0.6411000523,"Counter({'per:place_of_birth': 0.8033393896804252, 'none': 0.19666061031957502, 'per:places_of_residence': 0.06298549595620917, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.8033393896804252, 'none': 0.19666061031957502, 'per:places_of_residence': 0.06298549595620917}",per:place_of_birth,0.8033393897,0.1966606103,0.8033393897,0,0.062985496
48.8,0,3,1,5,per:places_of_residence,fa78d2a5fae87248842e547811db98ef0461f3600afd3dbe2eb869f9fffb2427:3-5:0-1,"Burundi 's President Pierre Nkurunziza has been re-elected with 91.62 percent of the vote , following polls on Monday in which he was the only candidate , the electoral commission said Wednesday .",Pierre Nkurunziza,Burundi,,15,0.8320502943,2,"Counter({'none': 9, 'per:places_of_residence': 6, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.8320502943,2,15,0.4926842564,"Counter({'none': 0.6152588434084001, 'per:places_of_residence': 0.38474115659160035, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.6152588434084001, 'per:places_of_residence': 0.38474115659160035}",none,0.6152588434,0.6152588434,0,0,0.3847411566
114.533333333,17,0,19,2,per:place_of_death,2ec2f2f0e1f92198817d30c8d3eb149fa538c257d2343443066042d6611cb42f:0-2:17-19,"Ernest Lehman ( December 8 , 1915 in New York City - July 2 , 2005 in Los Angeles , California ) was an American screenwriter .",Ernest Lehman,Los Angeles,,18,0.9615239476,2,"Counter({'per:place_of_death': 14, 'per:places_of_residence': 4, 'per:place_of_birth': 0, 'none': 0})",18,0.9615239476,2,15,0.8091411595,"Counter({'per:place_of_death': 0.9302315621342505, 'per:places_of_residence': 0.2661054573376308, 'per:place_of_birth': 0.0, 'none': 0.0})","{'per:places_of_residence': 0.2661054573376308, 'per:place_of_death': 0.9302315621342505}",per:place_of_death,0.9302315621,0,0,0.9302315621,0.2661054573
